IdCleaned,DateCleaned,CombinedKey,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Weightkg,WeightKg_Cleaned,WeightPounds,WeightPounds_Cleaned,TotalSleepRecords,TotalSleep_Cleaned,TotalMinutesAsleep,TotalMinutesAsleep_Cleaned,TotalHoursAsleep,TotalTimeInBed,TotalTimeInBed,Calories
1503960366,05-08-2016,1503960366_05/08/2016,10060,6.579999924,6.579999924,0,3.529999971,0.3199999928,2.730000019,0,44,8,203,574,1740,,0,,0,1,1,594,594,9.9,611,611,1740
1503960366,05-09-2016,1503960366_05/09/2016,12022,7.71999979,7.71999979,0,3.450000048,0.5299999714,3.74000001,0,46,11,206,835,1819,,0,,0,1,1,338,338,5.633333333,342,342,1819
1503960366,05-10-2016,1503960366_05/10/2016,12207,7.769999981,7.769999981,0,3.349999905,1.159999967,3.25999999,0,46,31,214,746,1859,,0,,0,1,1,383,383,6.383333333,403,403,1859
1503960366,05-11-2016,1503960366_05/11/2016,12770,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669,1783,,0,,0,1,1,285,285,4.75,306,306,1783
1503960366,05-12-2016,1503960366_05/12/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0,,0,,0,,0,,0,0,,0,0
1624580081,04-12-2016,1624580081_04/12/2016,8163,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294,1432,,0,,0,,0,,0,0,,0,1432
1624580081,04-13-2016,1624580081_04/13/2016,7007,4.550000191,4.550000191,0,0,0,4.550000191,0,0,0,148,1292,1411,,0,,0,,0,,0,0,,0,1411
1624580081,04-14-2016,1624580081_04/14/2016,9107,5.920000076,5.920000076,0,0,0,5.909999847,0.009999999776,0,0,236,1204,1572,,0,,0,,0,,0,0,,0,1572
1624580081,04-15-2016,1624580081_04/15/2016,1510,0.9800000191,0.9800000191,0,0,0,0.9700000286,0,0,0,96,1344,1344,,0,,0,,0,,0,0,,0,1344
1624580081,04-16-2016,1624580081_04/16/2016,5370,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264,1463,,0,,0,,0,,0,0,,0,1463
1624580081,04-17-2016,1624580081_04/17/2016,6175,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.009999999776,15,22,127,1276,1554,,0,,0,,0,,0,0,,0,1554
1624580081,04-18-2016,1624580081_04/18/2016,10536,7.409999847,7.409999847,0,2.150000095,0.6200000048,4.619999886,0.009999999776,17,7,202,1214,1604,,0,,0,,0,,0,0,,0,1604
1624580081,04-19-2016,1624580081_04/19/2016,2916,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299,1435,,0,,0,,0,,0,0,,0,1435
1624580081,04-20-2016,1624580081_04/20/2016,4974,3.230000019,3.230000019,0,0,0,3.230000019,0,0,0,151,1289,1446,,0,,0,,0,,0,0,,0,1446
1624580081,04-21-2016,1624580081_04/21/2016,6349,4.130000114,4.130000114,0,0,0,4.110000134,0.01999999955,0,0,186,1254,1467,,0,,0,,0,,0,0,,0,1467
1624580081,04-22-2016,1624580081_04/22/2016,4026,2.619999886,2.619999886,0,0,0,2.599999905,0,0,0,199,1241,1470,,0,,0,,0,,0,0,,0,1470
1624580081,04-23-2016,1624580081_04/23/2016,8538,5.550000191,5.550000191,0,0,0,5.539999962,0.009999999776,0,0,227,1213,1562,,0,,0,,0,,0,0,,0,1562
1624580081,04-24-2016,1624580081_04/24/2016,6076,3.950000048,3.950000048,0,1.149999976,0.9100000262,1.889999986,0,16,18,185,1221,1617,,0,,0,,0,,0,0,,0,1617
1624580081,04-25-2016,1624580081_04/25/2016,6497,4.21999979,4.21999979,0,0,0,4.199999809,0.01999999955,0,0,202,1238,1492,,0,,0,,0,,0,0,,0,1492
1624580081,04-26-2016,1624580081_04/26/2016,2826,1.840000033,1.840000033,0,0,0,1.830000043,0.009999999776,0,0,140,1300,1402,,0,,0,,0,,0,0,,0,1402
1624580081,04-27-2016,1624580081_04/27/2016,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,,0,,0,,0,,0,0,,0,1670
1624580081,04-28-2016,1624580081_04/28/2016,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320,1401,,0,,0,,0,,0,0,,0,1401
1624580081,04-29-2016,1624580081_04/29/2016,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290,1404,,0,,0,,0,,0,0,,0,1404
1624580081,04-30-2016,1624580081_04/30/2016,6474,4.300000191,4.300000191,0,0.8999999762,1.279999971,2.119999886,0.009999999776,11,23,224,1182,1655,,0,,0,,0,,0,0,,0,1655
1624580081,05-01-2016,1624580081_05/01/2016,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.01999999955,186,63,171,1020,2690,,0,,0,,0,,0,0,,0,2690
1624580081,05-02-2016,1624580081_05/02/2016,7155,4.929999828,4.929999828,0,0.8600000143,0.5899999738,3.470000029,0,7,6,166,1261,1497,,0,,0,,0,,0,0,,0,1497
1624580081,05-03-2016,1624580081_05/03/2016,2100,1.370000005,1.370000005,0,0,0,1.340000033,0.01999999955,0,0,96,1344,1334,,0,,0,,0,,0,0,,0,1334
1624580081,05-04-2016,1624580081_05/04/2016,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322,1368,,0,,0,,0,,0,0,,0,1368
1624580081,05-05-2016,1624580081_05/05/2016,2470,1.610000014,1.610000014,0,0,0,1.580000043,0.01999999955,0,0,117,1323,1370,,0,,0,,0,,0,0,,0,1370
1624580081,05-06-2016,1624580081_05/06/2016,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.009999999776,0,0,102,1338,1341,,0,,0,,0,,0,0,,0,1341
1624580081,05-07-2016,1624580081_05/07/2016,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,1474,,0,,0,,0,,0,0,,0,1474
1624580081,05-08-2016,1624580081_05/08/2016,3427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,0,152,1288,1427,,0,,0,,0,,0,0,,0,1427
1624580081,05-09-2016,1624580081_05/09/2016,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1328,,0,,0,,0,,0,0,,0,1328
1624580081,05-10-2016,1624580081_05/10/2016,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,139,1301,1393,,0,,0,,0,,0,0,,0,1393
1624580081,05-11-2016,1624580081_05/11/2016,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1359,,0,,0,,0,,0,0,,0,1359
1624580081,05-12-2016,1624580081_05/12/2016,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,107,890,1002,,0,,0,,0,,0,0,,0,1002
1644430081,04-12-2016,1644430081_04/12/2016,10694,7.769999981,7.769999981,0,0.1400000006,2.299999952,5.329999924,0,2,51,256,1131,3199,,0,,0,,0,,0,0,,0,3199
1644430081,04-13-2016,1644430081_04/13/2016,8001,5.820000172,5.820000172,0,2.279999971,0.8999999762,2.640000105,0,30,16,135,1259,2902,,0,,0,,0,,0,0,,0,2902
1644430081,04-14-2016,1644430081_04/14/2016,11037,8.020000458,8.020000458,0,0.3600000143,2.559999943,5.099999905,0,5,58,252,1125,3226,,0,,0,,0,,0,0,,0,3226
1644430081,04-15-2016,1644430081_04/15/2016,5263,3.829999924,3.829999924,0,0.2199999988,0.150000006,3.450000048,0,3,4,170,1263,2750,,0,,0,,0,,0,0,,0,2750
1644430081,04-16-2016,1644430081_04/16/2016,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,,0,,0,,0,,0,0,,0,3493
1644430081,04-17-2016,1644430081_04/17/2016,8757,6.369999886,6.369999886,0,2.25,0.5699999928,3.549999952,0,29,13,186,1212,3011,,0,,0,,0,,0,0,,0,3011
1644430081,04-18-2016,1644430081_04/18/2016,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,,0,,0,,0,,0,0,,0,2806
1644430081,04-19-2016,1644430081_04/19/2016,11256,8.180000305,8.180000305,0,0.3600000143,2.529999971,5.300000191,0,5,58,278,1099,3300,,0,,0,,0,,0,0,,0,3300
1644430081,04-20-2016,1644430081_04/20/2016,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.009999999776,0,0,125,1315,2430,,0,,0,,0,,0,0,,0,2430
1644430081,04-21-2016,1644430081_04/21/2016,1223,0.8899999857,0.8899999857,0,0,0,0.8799999952,0.009999999776,0,0,38,1402,2140,,0,,0,,0,,0,0,,0,2140
1644430081,04-22-2016,1644430081_04/22/2016,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.009999999776,0,0,86,1354,2344,,0,,0,,0,,0,0,,0,2344
1644430081,04-23-2016,1644430081_04/23/2016,6637,4.829999924,4.829999924,0,0,0.5799999833,4.25,0,0,15,160,1265,2677,,0,,0,,0,,0,0,,0,2677
1644430081,04-24-2016,1644430081_04/24/2016,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413,,0,,0,,0,,0,0,,0,2413
1644430081,04-25-2016,1644430081_04/25/2016,3580,2.599999905,2.599999905,0,0.5899999738,0.05999999866,1.950000048,0,8,1,94,1337,2497,,0,,0,,0,,0,0,,0,2497
1644430081,04-26-2016,1644430081_04/26/2016,9919,7.210000038,7.210000038,0,0.8000000119,1.720000029,4.690000057,0,11,41,223,1165,3123,,0,,0,,0,,0,0,,0,3123
1644430081,04-27-2016,1644430081_04/27/2016,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489,,0,,0,,0,,0,0,,0,2489
1644430081,04-28-2016,1644430081_04/28/2016,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,,0,,0,,0,,0,0,,0,3108
1644430081,04-29-2016,1644430081_04/29/2016,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,2498,,0,,0,1,1,119,119,1.983333333,127,127,2498
1644430081,04-30-2016,1644430081_04/30/2016,18213,13.23999977,13.23999977,0,0.6299999952,3.140000105,9.460000038,0,9,71,402,816,3846,,0,,0,1,1,124,124,2.066666667,142,142,3846
1644430081,05-01-2016,1644430081_05/01/2016,6132,4.460000038,4.460000038,0,0.2399999946,0.9900000095,3.230000019,0,3,24,146,908,2696,,0,,0,,0,,0,0,,0,2696
1644430081,05-02-2016,1644430081_05/02/2016,3758,2.730000019,2.730000019,0,0.0700000003,0.3100000024,2.349999905,0,1,7,148,682,2580,,0,,0,1,1,796,796,13.26666667,961,961,2580
1644430081,05-03-2016,1644430081_05/03/2016,12850,9.340000153,9.340000153,0,0.7200000286,4.090000153,4.539999962,0,10,94,221,1115,3324,,0,,0,,0,,0,0,,0,3324
1644430081,05-04-2016,1644430081_05/04/2016,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.01999999955,0,0,52,1388,2222,,0,,0,,0,,0,0,,0,2222
1644430081,05-05-2016,1644430081_05/05/2016,4363,3.190000057,3.190000057,0,0.5199999809,0.5400000215,2.130000114,0.009999999776,6,12,81,1341,2463,,0,,0,,0,,0,0,,0,2463
1644430081,05-06-2016,1644430081_05/06/2016,9787,7.119999886,7.119999886,0,0.8199999928,0.2700000107,6.010000229,0.01999999955,11,6,369,1054,3328,,0,,0,,0,,0,0,,0,3328
1644430081,05-07-2016,1644430081_05/07/2016,13372,9.720000267,9.720000267,0,3.25999999,0.7900000215,5.670000076,0.009999999776,41,17,243,1139,3404,,0,,0,,0,,0,0,,0,3404
1644430081,05-08-2016,1644430081_05/08/2016,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,2987,,0,,0,1,1,137,137,2.283333333,154,154,2987
1644430081,05-09-2016,1644430081_05/09/2016,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.009999999776,32,6,303,1099,3008,,0,,0,,0,,0,0,,0,3008
1644430081,05-10-2016,1644430081_05/10/2016,9167,6.659999847,6.659999847,0,0.8799999952,0.8100000024,4.96999979,0.009999999776,12,19,155,1254,2799,,0,,0,,0,,0,0,,0,2799
1644430081,05-11-2016,1644430081_05/11/2016,1329,0.9700000286,0.9700000286,0,0,0,0.9499999881,0.009999999776,0,0,49,713,1276,,0,,0,,0,,0,0,,0,1276
1844505072,04-12-2016,1844505072_04/12/2016,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030,,0,,0,,0,,0,0,,0,2030
1844505072,04-13-2016,1844505072_04/13/2016,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860,,0,,0,,0,,0,0,,0,1860
1844505072,04-14-2016,1844505072_04/14/2016,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130,,0,,0,,0,,0,0,,0,2130
1844505072,04-15-2016,1844505072_04/15/2016,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,,0,,0,1,1,644,644,10.73333333,961,961,1725
1844505072,04-16-2016,1844505072_04/16/2016,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657,,0,,0,,0,,0,0,,0,1657
1844505072,04-17-2016,1844505072_04/17/2016,4525,2.99000001,2.99000001,0,0.1400000006,0.2599999905,2.589999914,0,2,8,199,1231,1793,,0,,0,,0,,0,0,,0,1793
1844505072,04-18-2016,1844505072_04/18/2016,4597,3.039999962,3.039999962,0,0,0.4799999893,2.559999943,0,0,12,217,1211,1814,,0,,0,,0,,0,0,,0,1814
1844505072,04-19-2016,1844505072_04/19/2016,197,0.1299999952,0.1299999952,0,0,0,0.1299999952,0,0,0,10,1430,1366,,0,,0,,0,,0,0,,0,1366
1844505072,04-20-2016,1844505072_04/20/2016,8,0.009999999776,0.009999999776,0,0,0,0.009999999776,0,0,0,1,1439,1349,,0,,0,,0,,0,0,,0,1349
1844505072,04-21-2016,1844505072_04/21/2016,8054,5.320000172,5.320000172,0,0.1199999973,0.5199999809,4.679999828,0,2,13,308,1117,2062,,0,,0,,0,,0,0,,0,2062
1844505072,04-22-2016,1844505072_04/22/2016,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827,,0,,0,,0,,0,0,,0,1827
1844505072,04-23-2016,1844505072_04/23/2016,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645,,0,,0,,0,,0,0,,0,1645
1844505072,04-24-2016,1844505072_04/24/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,04-25-2016,1844505072_04/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,04-26-2016,1844505072_04/26/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,04-27-2016,1844505072_04/27/2016,4,0,0,0,0,0,0,0,0,0,1,1439,1348,,0,,0,,0,,0,0,,0,1348
1844505072,04-28-2016,1844505072_04/28/2016,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992,,0,,0,,0,,0,0,,0,1992
1844505072,04-29-2016,1844505072_04/29/2016,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,,0,,0,,0,,0,0,,0,1856
1844505072,04-30-2016,1844505072_04/30/2016,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,1763,,0,,0,1,1,722,722,12.03333333,961,961,1763
1844505072,05-01-2016,1844505072_05/01/2016,2573,1.700000048,1.700000048,0,0,0.2599999905,1.450000048,0,0,7,75,585,1541,,0,,0,1,1,590,590,9.833333333,961,961,1541
1844505072,05-02-2016,1844505072_05/02/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1348,,0,,0,,0,,0,0,,0,1348
1844505072,05-03-2016,1844505072_05/03/2016,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742,,0,,0,,0,,0,0,,0,1742
1844505072,05-04-2016,1844505072_05/04/2016,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549,,0,,0,,0,,0,0,,0,1549
1844505072,05-05-2016,1844505072_05/05/2016,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589,,0,,0,,0,,0,0,,0,1589
1844505072,05-06-2016,1844505072_05/06/2016,44,0.02999999933,0.02999999933,0,0,0,0.02999999933,0,0,0,2,1438,1351,,0,,0,,0,,0,0,,0,1351
1844505072,05-07-2016,1844505072_05/07/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,05-08-2016,1844505072_05/08/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,05-09-2016,1844505072_05/09/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,05-10-2016,1844505072_05/10/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,05-11-2016,1844505072_05/11/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,,0,,0,,0,,0,0,,0,1347
1844505072,05-12-2016,1844505072_05/12/2016,0,0,0,0,0,0,0,0,0,0,0,711,665,,0,,0,,0,,0,0,,0,665
1927972279,04-12-2016,1927972279_04/12/2016,678,0.4699999988,0.4699999988,0,0,0,0.4699999988,0,0,0,55,734,2220,,0,,0,3,3,750,750,12.5,775,775,2220
1927972279,04-13-2016,1927972279_04/13/2016,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,133.5,133.5,294.31712,294.31712,1,1,398,398,6.633333333,422,422,2151
1927972279,04-14-2016,1927972279_04/14/2016,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383,,0,,0,,0,,0,0,,0,2383
1927972279,04-15-2016,1927972279_04/15/2016,980,0.6800000072,0.6800000072,0,0,0,0.6800000072,0,0,0,51,941,2221,,0,,0,2,2,475,475,7.916666667,499,499,2221
1927972279,04-16-2016,1927972279_04/16/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,,0,,0,,0,,0,0,,0,2064
1927972279,04-17-2016,1927972279_04/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,,0,,0,,0,,0,0,,0,2063
1927972279,04-18-2016,1927972279_04/18/2016,244,0.1700000018,0.1700000018,0,0,0,0.1700000018,0,0,0,17,1423,2111,,0,,0,,0,,0,0,,0,2111
1927972279,04-19-2016,1927972279_04/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,,0,,0,,0,,0,0,,0,2063
1927972279,04-20-2016,1927972279_04/20/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,,0,,0,,0,,0,0,,0,2063
1927972279,04-21-2016,1927972279_04/21/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,,0,,0,,0,,0,0,,0,2064
1927972279,04-22-2016,1927972279_04/22/2016,149,0.1000000015,0.1000000015,0,0,0,0.1000000015,0,0,0,10,1430,2093,,0,,0,,0,,0,0,,0,2093
1927972279,04-23-2016,1927972279_04/23/2016,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499,,0,,0,,0,,0,0,,0,2499
1927972279,04-24-2016,1927972279_04/24/2016,2090,1.450000048,1.450000048,0,0.0700000003,0.2399999946,1.139999986,0,1,6,75,1358,2324,,0,,0,,0,,0,0,,0,2324
1927972279,04-25-2016,1927972279_04/25/2016,152,0.1099999994,0.1099999994,0,0,0,0.1099999994,0,0,0,12,1303,2100,,0,,0,,0,,0,0,,0,2100
1927972279,04-26-2016,1927972279_04/26/2016,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,2638,,0,,0,1,1,296,296,4.933333333,315,315,2638
1927972279,04-27-2016,1927972279_04/27/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,,0,,0,,0,,0,0,,0,2063
1927972279,04-28-2016,1927972279_04/28/2016,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,,0,,0,1,1,166,166,2.766666667,178,178,2351
1927972279,04-29-2016,1927972279_04/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,,0,,0,,0,,0,0,,0,2063
1927972279,04-30-2016,1927972279_04/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,,0,,0,,0,,0,0,,0,2064
1927972279,05-01-2016,1927972279_05/01/2016,2704,1.870000005,1.870000005,0,1.00999999,0.02999999933,0.8299999833,0,14,1,70,1355,2411,,0,,0,,0,,0,0,,0,2411
1927972279,05-02-2016,1927972279_05/02/2016,3790,2.619999886,2.619999886,0,1.159999967,0.3000000119,1.159999967,0,16,8,94,1322,2505,,0,,0,,0,,0,0,,0,2505
1927972279,05-03-2016,1927972279_05/03/2016,1326,0.9200000167,0.9200000167,0,0.7300000191,0,0.1800000072,0,10,0,17,1413,2195,,0,,0,,0,,0,0,,0,2195
1927972279,05-04-2016,1927972279_05/04/2016,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338,,0,,0,,0,,0,0,,0,2338
1927972279,05-05-2016,1927972279_05/05/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,,0,,0,,0,,0,0,,0,2063
1927972279,05-06-2016,1927972279_05/06/2016,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383,,0,,0,,0,,0,0,,0,2383
1927972279,05-07-2016,1927972279_05/07/2016,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229,,0,,0,,0,,0,0,,0,2229
1927972279,05-08-2016,1927972279_05/08/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,,0,,0,,0,,0,0,,0,2063
